info,year 1,year 2,year 3,year 4,year 5,model year,model,engine,cost
Insurance,1462,1513,1566,1621,1678,2023,Cadillac CT4 V V 4dr Sedan,2.7L 4cyl Turbo 10A,55155
Maintenance,510,897,834,2314,1573,2023,Cadillac CT4 V V 4dr Sedan,2.7L 4cyl Turbo 10A,55155
Repairs,0,0,0,769,1174,2023,Cadillac CT4 V V 4dr Sedan,2.7L 4cyl Turbo 10A,55155
Taxes_Fees,3557,254,227,206,206,2023,Cadillac CT4 V V 4dr Sedan,2.7L 4cyl Turbo 10A,55155
Financing,4363,3555,2667,1692,620,2023,Cadillac CT4 V V 4dr Sedan,2.7L 4cyl Turbo 10A,55155
Depreciation,14230,3550,2902,3252,2841,2023,Cadillac CT4 V V 4dr Sedan,2.7L 4cyl Turbo 10A,55155
Fuel,2875,2962,3050,3142,3236,2023,Cadillac CT4 V V 4dr Sedan,2.7L 4cyl Turbo 10A,55155
Insurance,1505,1558,1612,1669,1727,2023,Cadillac CT5 Luxury 4dr Sedan,2.0L 4cyl Turbo 10A,41637
Maintenance,286,548,497,2550,2552,2023,Cadillac CT5 Luxury 4dr Sedan,2.0L 4cyl Turbo 10A,41637
Repairs,0,0,0,769,1174,2023,Cadillac CT5 Luxury 4dr Sedan,2.0L 4cyl Turbo 10A,41637
Taxes_Fees,2707,193,173,157,157,2023,Cadillac CT5 Luxury 4dr Sedan,2.0L 4cyl Turbo 10A,41637
Financing,3293,2684,2014,1277,468,2023,Cadillac CT5 Luxury 4dr Sedan,2.0L 4cyl Turbo 10A,41637
Depreciation,6792,5184,4237,4748,4149,2023,Cadillac CT5 Luxury 4dr Sedan,2.0L 4cyl Turbo 10A,41637
Fuel,2452,2526,2601,2679,2760,2023,Cadillac CT5 Luxury 4dr Sedan,2.0L 4cyl Turbo 10A,41637
Insurance,1554,1608,1665,1723,1783,2023,Cadillac CT5 Premium Luxury 4dr Sedan,2.0L 4cyl Turbo 10A,53669
Maintenance,286,548,497,2550,2552,2023,Cadillac CT5 Premium Luxury 4dr Sedan,2.0L 4cyl Turbo 10A,53669
Repairs,0,0,0,769,1174,2023,Cadillac CT5 Premium Luxury 4dr Sedan,2.0L 4cyl Turbo 10A,53669
Taxes_Fees,3463,247,221,201,201,2023,Cadillac CT5 Premium Luxury 4dr Sedan,2.0L 4cyl Turbo 10A,53669
Financing,4245,3459,2596,1647,603,2023,Cadillac CT5 Premium Luxury 4dr Sedan,2.0L 4cyl Turbo 10A,53669
Depreciation,12299,5834,4766,5341,4668,2023,Cadillac CT5 Premium Luxury 4dr Sedan,2.0L 4cyl Turbo 10A,53669
Fuel,2452,2526,2601,2679,2760,2023,Cadillac CT5 Premium Luxury 4dr Sedan,2.0L 4cyl Turbo 10A,53669
Insurance,1495,1547,1601,1658,1716,2023,Cadillac CT5 Sport 4dr Sedan,2.0L 4cyl Turbo 10A,53527
Maintenance,286,548,497,2550,2552,2023,Cadillac CT5 Sport 4dr Sedan,2.0L 4cyl Turbo 10A,53527
Repairs,0,0,0,769,1174,2023,Cadillac CT5 Sport 4dr Sedan,2.0L 4cyl Turbo 10A,53527
Taxes_Fees,3454,246,221,200,200,2023,Cadillac CT5 Sport 4dr Sedan,2.0L 4cyl Turbo 10A,53527
Financing,4234,3450,2589,1642,602,2023,Cadillac CT5 Sport 4dr Sedan,2.0L 4cyl Turbo 10A,53527
Depreciation,10634,6192,5060,5671,4956,2023,Cadillac CT5 Sport 4dr Sedan,2.0L 4cyl Turbo 10A,53527
Fuel,2452,2526,2601,2679,2760,2023,Cadillac CT5 Sport 4dr Sedan,2.0L 4cyl Turbo 10A,53527
Insurance,1495,1547,1601,1658,1716,2023,Cadillac CT5 V 4dr Sedan,3.0L 6cyl Turbo 10A,62675
Maintenance,404,1052,751,3391,3222,2023,Cadillac CT5 V 4dr Sedan,3.0L 6cyl Turbo 10A,62675
Repairs,0,0,0,769,1174,2023,Cadillac CT5 V 4dr Sedan,3.0L 6cyl Turbo 10A,62675
Taxes_Fees,4030,287,258,234,234,2023,Cadillac CT5 V 4dr Sedan,3.0L 6cyl Turbo 10A,62675
Financing,4957,4040,3032,1922,705,2023,Cadillac CT5 V 4dr Sedan,3.0L 6cyl Turbo 10A,62675
Depreciation,12861,7206,5887,6600,5766,2023,Cadillac CT5 V 4dr Sedan,3.0L 6cyl Turbo 10A,62675
Fuel,3149,3243,3340,3441,3544,2023,Cadillac CT5 V 4dr Sedan,3.0L 6cyl Turbo 10A,62675
Insurance,1581,1636,1694,1753,1814,2023,Cadillac Escalade ESV Luxury 4dr SUV,6.2L 8cyl 10A,91145
Maintenance,343,697,599,2614,1354,2023,Cadillac Escalade ESV Luxury 4dr SUV,6.2L 8cyl 10A,91145
Repairs,0,0,0,725,1107,2023,Cadillac Escalade ESV Luxury 4dr SUV,6.2L 8cyl 10A,91145
Taxes_Fees,5741,410,367,333,333,2023,Cadillac Escalade ESV Luxury 4dr SUV,6.2L 8cyl 10A,91145
Financing,7209,5875,4408,2797,1024,2023,Cadillac Escalade ESV Luxury 4dr SUV,6.2L 8cyl 10A,91145
Depreciation,17091,11169,9126,10228,8937,2023,Cadillac Escalade ESV Luxury 4dr SUV,6.2L 8cyl 10A,91145
Fuel,4137,4261,4388,4520,4656,2023,Cadillac Escalade ESV Luxury 4dr SUV,6.2L 8cyl 10A,91145
Insurance,1592,1648,1705,1765,1827,2023,Cadillac Escalade ESV Luxury 4dr SUV 4WD,6.2L 8cyl 10A,94872
Maintenance,343,690,599,2617,1354,2023,Cadillac Escalade ESV Luxury 4dr SUV 4WD,6.2L 8cyl 10A,94872
Repairs,0,0,0,759,1157,2023,Cadillac Escalade ESV Luxury 4dr SUV 4WD,6.2L 8cyl 10A,94872
Taxes_Fees,5976,427,382,347,347,2023,Cadillac Escalade ESV Luxury 4dr SUV 4WD,6.2L 8cyl 10A,94872
Financing,7504,6115,4589,2910,1067,2023,Cadillac Escalade ESV Luxury 4dr SUV 4WD,6.2L 8cyl 10A,94872
Depreciation,17409,11895,9719,10892,9515,2023,Cadillac Escalade ESV Luxury 4dr SUV 4WD,6.2L 8cyl 10A,94872
Fuel,4137,4261,4388,4520,4656,2023,Cadillac Escalade ESV Luxury 4dr SUV 4WD,6.2L 8cyl 10A,94872
Insurance,1599,1655,1713,1773,1835,2023,Cadillac Escalade ESV Premium Luxury 4dr SUV,6.2L 8cyl 10A,104745
Maintenance,343,697,599,2614,1354,2023,Cadillac Escalade ESV Premium Luxury 4dr SUV,6.2L 8cyl 10A,104745
Repairs,0,0,0,725,1107,2023,Cadillac Escalade ESV Premium Luxury 4dr SUV,6.2L 8cyl 10A,104745
Taxes_Fees,6581,470,421,382,382,2023,Cadillac Escalade ESV Premium Luxury 4dr SUV,6.2L 8cyl 10A,104745
Financing,8265,6735,5054,3205,1175,2023,Cadillac Escalade ESV Premium Luxury 4dr SUV,6.2L 8cyl 10A,104745
Depreciation,19478,12823,10478,11743,10261,2023,Cadillac Escalade ESV Premium Luxury 4dr SUV,6.2L 8cyl 10A,104745
Fuel,4137,4261,4388,4520,4656,2023,Cadillac Escalade ESV Premium Luxury 4dr SUV,6.2L 8cyl 10A,104745
Insurance,1611,1667,1726,1786,1849,2023,Cadillac Escalade ESV Premium Luxury 4dr SUV 4WD,6.2L 8cyl 10A,110389
Maintenance,343,690,599,2617,1354,2023,Cadillac Escalade ESV Premium Luxury 4dr SUV 4WD,6.2L 8cyl 10A,110389
Repairs,0,0,0,759,1157,2023,Cadillac Escalade ESV Premium Luxury 4dr SUV 4WD,6.2L 8cyl 10A,110389
Taxes_Fees,6951,497,445,403,403,2023,Cadillac Escalade ESV Premium Luxury 4dr SUV 4WD,6.2L 8cyl 10A,110389
Financing,8754,7135,5353,3395,1244,2023,Cadillac Escalade ESV Premium Luxury 4dr SUV 4WD,6.2L 8cyl 10A,110389
Depreciation,21948,13368,10923,12242,10697,2023,Cadillac Escalade ESV Premium Luxury 4dr SUV 4WD,6.2L 8cyl 10A,110389
Fuel,4137,4261,4388,4520,4656,2023,Cadillac Escalade ESV Premium Luxury 4dr SUV 4WD,6.2L 8cyl 10A,110389
Insurance,1622,1679,1738,1798,1861,2023,Cadillac Escalade ESV Premium Luxury Platinum 4dr SUV,6.2L 8cyl 10A,125093
Maintenance,343,697,599,2614,1354,2023,Cadillac Escalade ESV Premium Luxury Platinum 4dr SUV,6.2L 8cyl 10A,125093
Repairs,0,0,0,725,1107,2023,Cadillac Escalade ESV Premium Luxury Platinum 4dr SUV,6.2L 8cyl 10A,125093
Taxes_Fees,7876,563,504,457,457,2023,Cadillac Escalade ESV Premium Luxury Platinum 4dr SUV,6.2L 8cyl 10A,125093
Financing,9894,8064,6050,3837,1406,2023,Cadillac Escalade ESV Premium Luxury Platinum 4dr SUV,6.2L 8cyl 10A,125093
Depreciation,24162,15214,12431,13932,12175,2023,Cadillac Escalade ESV Premium Luxury Platinum 4dr SUV,6.2L 8cyl 10A,125093
Fuel,4137,4261,4388,4520,4656,2023,Cadillac Escalade ESV Premium Luxury Platinum 4dr SUV,6.2L 8cyl 10A,125093
Insurance,1630,1687,1746,1807,1870,2023,Cadillac Escalade ESV Premium Luxury Platinum 4dr SUV 4WD,6.2L 8cyl 10A,129030
Maintenance,343,690,599,2617,1354,2023,Cadillac Escalade ESV Premium Luxury Platinum 4dr SUV 4WD,6.2L 8cyl 10A,129030
Repairs,0,0,0,759,1157,2023,Cadillac Escalade ESV Premium Luxury Platinum 4dr SUV 4WD,6.2L 8cyl 10A,129030
Taxes_Fees,8026,573,514,466,466,2023,Cadillac Escalade ESV Premium Luxury Platinum 4dr SUV 4WD,6.2L 8cyl 10A,129030
Financing,10082,8217,6165,3910,1433,2023,Cadillac Escalade ESV Premium Luxury Platinum 4dr SUV 4WD,6.2L 8cyl 10A,129030
Depreciation,23679,15657,12793,14338,12529,2023,Cadillac Escalade ESV Premium Luxury Platinum 4dr SUV 4WD,6.2L 8cyl 10A,129030
Fuel,4137,4261,4388,4520,4656,2023,Cadillac Escalade ESV Premium Luxury Platinum 4dr SUV 4WD,6.2L 8cyl 10A,129030
Insurance,1581,1636,1694,1753,1814,2023,Cadillac Escalade ESV Sport 4dr SUV,6.2L 8cyl 10A,112889
Maintenance,343,697,599,2614,1354,2023,Cadillac Escalade ESV Sport 4dr SUV,6.2L 8cyl 10A,112889
Repairs,0,0,0,725,1107,2023,Cadillac Escalade ESV Sport 4dr SUV,6.2L 8cyl 10A,112889
Taxes_Fees,7111,508,455,413,413,2023,Cadillac Escalade ESV Sport 4dr SUV,6.2L 8cyl 10A,112889
Financing,8932,7279,5461,3465,1269,2023,Cadillac Escalade ESV Sport 4dr SUV,6.2L 8cyl 10A,112889
Depreciation,22343,13648,11151,12497,10920,2023,Cadillac Escalade ESV Sport 4dr SUV,6.2L 8cyl 10A,112889
Fuel,4137,4261,4388,4520,4656,2023,Cadillac Escalade ESV Sport 4dr SUV,6.2L 8cyl 10A,112889
Insurance,1592,1648,1705,1765,1827,2023,Cadillac Escalade ESV Sport 4dr SUV 4WD,6.2L 8cyl 10A,116827
Maintenance,343,690,599,2617,1354,2023,Cadillac Escalade ESV Sport 4dr SUV 4WD,6.2L 8cyl 10A,116827
Repairs,0,0,0,759,1157,2023,Cadillac Escalade ESV Sport 4dr SUV 4WD,6.2L 8cyl 10A,116827
Taxes_Fees,7362,526,471,427,427,2023,Cadillac Escalade ESV Sport 4dr SUV 4WD,6.2L 8cyl 10A,116827
Financing,9247,7535,5654,3587,1314,2023,Cadillac Escalade ESV Sport 4dr SUV 4WD,6.2L 8cyl 10A,116827
Depreciation,22086,14299,11683,13094,11442,2023,Cadillac Escalade ESV Sport 4dr SUV 4WD,6.2L 8cyl 10A,116827
Fuel,4137,4261,4388,4520,4656,2023,Cadillac Escalade ESV Sport 4dr SUV 4WD,6.2L 8cyl 10A,116827
Insurance,1622,1679,1738,1798,1861,2023,Cadillac Escalade ESV Sport Platinum 4dr SUV,6.2L 8cyl 10A,125642
Maintenance,343,697,599,2614,1354,2023,Cadillac Escalade ESV Sport Platinum 4dr SUV,6.2L 8cyl 10A,125642
Repairs,0,0,0,725,1107,2023,Cadillac Escalade ESV Sport Platinum 4dr SUV,6.2L 8cyl 10A,125642
Taxes_Fees,7918,566,507,460,460,2023,Cadillac Escalade ESV Sport Platinum 4dr SUV,6.2L 8cyl 10A,125642
Financing,9946,8105,6082,3858,1413,2023,Cadillac Escalade ESV Sport Platinum 4dr SUV,6.2L 8cyl 10A,125642
Depreciation,24223,15304,12505,14015,12246,2023,Cadillac Escalade ESV Sport Platinum 4dr SUV,6.2L 8cyl 10A,125642
Fuel,4137,4261,4388,4520,4656,2023,Cadillac Escalade ESV Sport Platinum 4dr SUV,6.2L 8cyl 10A,125642
Insurance,1630,1687,1746,1807,1870,2023,Cadillac Escalade ESV Sport Platinum 4dr SUV 4WD,6.2L 8cyl 10A,132062
Maintenance,343,690,599,2617,1354,2023,Cadillac Escalade ESV Sport Platinum 4dr SUV 4WD,6.2L 8cyl 10A,132062
Repairs,0,0,0,759,1157,2023,Cadillac Escalade ESV Sport Platinum 4dr SUV 4WD,6.2L 8cyl 10A,132062
Taxes_Fees,8312,594,532,483,483,2023,Cadillac Escalade ESV Sport Platinum 4dr SUV 4WD,6.2L 8cyl 10A,132062
Financing,10444,8510,6386,4051,1484,2023,Cadillac Escalade ESV Sport Platinum 4dr SUV 4WD,6.2L 8cyl 10A,132062
Depreciation,24331,16887,13795,15467,13513,2023,Cadillac Escalade ESV Sport Platinum 4dr SUV 4WD,6.2L 8cyl 10A,132062
Fuel,4137,4261,4388,4520,4656,2023,Cadillac Escalade ESV Sport Platinum 4dr SUV 4WD,6.2L 8cyl 10A,132062
Insurance,1630,1687,1746,1807,1870,2023,Cadillac Escalade ESV V V 4dr SUV 4WD,6.2L 8cyl S/C 10A,171208
Maintenance,428,1165,713,3303,1424,2023,Cadillac Escalade ESV V V 4dr SUV 4WD,6.2L 8cyl S/C 10A,171208
Repairs,0,0,0,802,1223,2023,Cadillac Escalade ESV V V 4dr SUV 4WD,6.2L 8cyl S/C 10A,171208
Taxes_Fees,10776,770,690,626,626,2023,Cadillac Escalade ESV V V 4dr SUV 4WD,6.2L 8cyl S/C 10A,171208
Financing,13542,11035,8281,5252,1925,2023,Cadillac Escalade ESV V V 4dr SUV 4WD,6.2L 8cyl S/C 10A,171208
Depreciation,33885,20690,16905,18947,16556,2023,Cadillac Escalade ESV V V 4dr SUV 4WD,6.2L 8cyl S/C 10A,171208
Fuel,5089,5242,5399,5561,5728,2023,Cadillac Escalade ESV V V 4dr SUV 4WD,6.2L 8cyl S/C 10A,171208
Insurance,1451,1502,1554,1609,1665,2023,Cadillac XT4 Luxury 4dr SUV,2.0L 4cyl Turbo 9A,39403
Maintenance,239,447,549,2062,1422,2023,Cadillac XT4 Luxury 4dr SUV,2.0L 4cyl Turbo 9A,39403
Repairs,0,0,0,769,1174,2023,Cadillac XT4 Luxury 4dr SUV,2.0L 4cyl Turbo 9A,39403
Taxes_Fees,2613,186,167,151,151,2023,Cadillac XT4 Luxury 4dr SUV,2.0L 4cyl Turbo 9A,39403
Financing,3117,2539,1906,1209,443,2023,Cadillac XT4 Luxury 4dr SUV,2.0L 4cyl Turbo 9A,39403
Depreciation,7592,2858,2336,2619,2288,2023,Cadillac XT4 Luxury 4dr SUV,2.0L 4cyl Turbo 9A,39403
Fuel,2545,2621,2700,2781,2864,2023,Cadillac XT4 Luxury 4dr SUV,2.0L 4cyl Turbo 9A,39403
Insurance,1478,1530,1583,1639,1696,2023,Cadillac XT4 Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,43564
Maintenance,239,447,549,2062,1422,2023,Cadillac XT4 Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,43564
Repairs,0,0,0,802,1223,2023,Cadillac XT4 Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,43564
Taxes_Fees,2875,205,184,166,166,2023,Cadillac XT4 Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,43564
Financing,3446,2808,2107,1336,490,2023,Cadillac XT4 Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,43564
Depreciation,10909,3186,2604,2920,2552,2023,Cadillac XT4 Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,43564
Fuel,2756,2839,2924,3012,3102,2023,Cadillac XT4 Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,43564
Insurance,1454,1505,1558,1612,1668,2023,Cadillac XT4 Premium Luxury 4dr SUV,2.0L 4cyl Turbo 9A,44681
Maintenance,239,447,549,2062,1422,2023,Cadillac XT4 Premium Luxury 4dr SUV,2.0L 4cyl Turbo 9A,44681
Repairs,0,0,0,769,1174,2023,Cadillac XT4 Premium Luxury 4dr SUV,2.0L 4cyl Turbo 9A,44681
Taxes_Fees,2946,210,188,171,171,2023,Cadillac XT4 Premium Luxury 4dr SUV,2.0L 4cyl Turbo 9A,44681
Financing,3534,2880,2161,1371,502,2023,Cadillac XT4 Premium Luxury 4dr SUV,2.0L 4cyl Turbo 9A,44681
Depreciation,12354,3103,2533,2840,2481,2023,Cadillac XT4 Premium Luxury 4dr SUV,2.0L 4cyl Turbo 9A,44681
Fuel,2545,2621,2700,2781,2864,2023,Cadillac XT4 Premium Luxury 4dr SUV,2.0L 4cyl Turbo 9A,44681
Insurance,1454,1505,1558,1612,1668,2023,Cadillac XT4 Premium Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,48794
Maintenance,239,447,549,2062,1422,2023,Cadillac XT4 Premium Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,48794
Repairs,0,0,0,802,1223,2023,Cadillac XT4 Premium Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,48794
Taxes_Fees,3204,228,205,186,186,2023,Cadillac XT4 Premium Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,48794
Financing,3859,3146,2359,1497,549,2023,Cadillac XT4 Premium Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,48794
Depreciation,13107,3213,2626,2944,2571,2023,Cadillac XT4 Premium Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,48794
Fuel,2756,2839,2924,3012,3102,2023,Cadillac XT4 Premium Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,48794
Insurance,1454,1505,1558,1612,1668,2023,Cadillac XT4 Sport 4dr SUV,2.0L 4cyl Turbo 9A,47616
Maintenance,239,447,549,2062,1422,2023,Cadillac XT4 Sport 4dr SUV,2.0L 4cyl Turbo 9A,47616
Repairs,0,0,0,769,1174,2023,Cadillac XT4 Sport 4dr SUV,2.0L 4cyl Turbo 9A,47616
Taxes_Fees,3130,223,200,181,181,2023,Cadillac XT4 Sport 4dr SUV,2.0L 4cyl Turbo 9A,47616
Financing,3766,3069,2303,1461,535,2023,Cadillac XT4 Sport 4dr SUV,2.0L 4cyl Turbo 9A,47616
Depreciation,11545,3617,2956,3312,2894,2023,Cadillac XT4 Sport 4dr SUV,2.0L 4cyl Turbo 9A,47616
Fuel,2545,2621,2700,2781,2864,2023,Cadillac XT4 Sport 4dr SUV,2.0L 4cyl Turbo 9A,47616
Insurance,1454,1505,1558,1612,1668,2023,Cadillac XT4 Sport 4dr SUV AWD,2.0L 4cyl Turbo 9A,51496
Maintenance,239,447,549,2062,1422,2023,Cadillac XT4 Sport 4dr SUV AWD,2.0L 4cyl Turbo 9A,51496
Repairs,0,0,0,802,1223,2023,Cadillac XT4 Sport 4dr SUV AWD,2.0L 4cyl Turbo 9A,51496
Taxes_Fees,3374,241,216,195,195,2023,Cadillac XT4 Sport 4dr SUV AWD,2.0L 4cyl Turbo 9A,51496
Financing,4073,3319,2491,1580,579,2023,Cadillac XT4 Sport 4dr SUV AWD,2.0L 4cyl Turbo 9A,51496
Depreciation,9945,4837,3951,4429,3871,2023,Cadillac XT4 Sport 4dr SUV AWD,2.0L 4cyl Turbo 9A,51496
Fuel,2756,2839,2924,3012,3102,2023,Cadillac XT4 Sport 4dr SUV AWD,2.0L 4cyl Turbo 9A,51496
Insurance,1451,1502,1554,1609,1665,2023,Cadillac XT5 Luxury 4dr SUV,2.0L 4cyl Turbo 9A,45818
Maintenance,467,1115,815,3165,3027,2023,Cadillac XT5 Luxury 4dr SUV,2.0L 4cyl Turbo 9A,45818
Repairs,0,0,0,769,1174,2023,Cadillac XT5 Luxury 4dr SUV,2.0L 4cyl Turbo 9A,45818
Taxes_Fees,3017,215,193,175,175,2023,Cadillac XT5 Luxury 4dr SUV,2.0L 4cyl Turbo 9A,45818
Financing,3624,2953,2216,1406,515,2023,Cadillac XT5 Luxury 4dr SUV,2.0L 4cyl Turbo 9A,45818
Depreciation,12687,3457,2823,3165,2766,2023,Cadillac XT5 Luxury 4dr SUV,2.0L 4cyl Turbo 9A,45818
Fuel,2756,2839,2924,3012,3102,2023,Cadillac XT5 Luxury 4dr SUV,2.0L 4cyl Turbo 9A,45818
Insurance,1478,1530,1583,1639,1696,2023,Cadillac XT5 Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,47440
Maintenance,467,1115,815,3165,3027,2023,Cadillac XT5 Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,47440
Repairs,0,0,0,802,1223,2023,Cadillac XT5 Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,47440
Taxes_Fees,3119,222,199,181,181,2023,Cadillac XT5 Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,47440
Financing,3752,3058,2295,1455,533,2023,Cadillac XT5 Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,47440
Depreciation,12285,3899,3185,3571,3119,2023,Cadillac XT5 Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,47440
Fuel,2875,2962,3050,3142,3236,2023,Cadillac XT5 Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,47440
Insurance,1453,1504,1556,1611,1667,2023,Cadillac XT5 Premium Luxury 4dr SUV,2.0L 4cyl Turbo 9A,55384
Maintenance,467,1115,815,3212,3073,2023,Cadillac XT5 Premium Luxury 4dr SUV,2.0L 4cyl Turbo 9A,55384
Repairs,0,0,0,769,1174,2023,Cadillac XT5 Premium Luxury 4dr SUV,2.0L 4cyl Turbo 9A,55384
Taxes_Fees,3619,258,231,210,210,2023,Cadillac XT5 Premium Luxury 4dr SUV,2.0L 4cyl Turbo 9A,55384
Financing,4381,3570,2678,1699,623,2023,Cadillac XT5 Premium Luxury 4dr SUV,2.0L 4cyl Turbo 9A,55384
Depreciation,15838,5037,4118,4615,4033,2023,Cadillac XT5 Premium Luxury 4dr SUV,2.0L 4cyl Turbo 9A,55384
Fuel,2756,2839,2924,3012,3102,2023,Cadillac XT5 Premium Luxury 4dr SUV,2.0L 4cyl Turbo 9A,55384
Insurance,1463,1514,1567,1622,1679,2023,Cadillac XT5 Premium Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,56368
Maintenance,467,1115,815,3212,3073,2023,Cadillac XT5 Premium Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,56368
Repairs,0,0,0,802,1223,2023,Cadillac XT5 Premium Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,56368
Taxes_Fees,3680,263,235,213,213,2023,Cadillac XT5 Premium Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,56368
Financing,4459,3633,2726,1729,634,2023,Cadillac XT5 Premium Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,56368
Depreciation,14993,5507,4500,5042,4407,2023,Cadillac XT5 Premium Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,56368
Fuel,2875,2962,3050,3142,3236,2023,Cadillac XT5 Premium Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,56368
Insurance,1454,1505,1558,1612,1668,2023,Cadillac XT5 Sport 4dr SUV AWD,3.6L 6cyl 9A,63675
Maintenance,373,671,625,2288,2157,2023,Cadillac XT5 Sport 4dr SUV AWD,3.6L 6cyl 9A,63675
Repairs,0,0,0,759,1157,2023,Cadillac XT5 Sport 4dr SUV AWD,3.6L 6cyl 9A,63675
Taxes_Fees,4140,295,265,240,240,2023,Cadillac XT5 Sport 4dr SUV AWD,3.6L 6cyl 9A,63675
Financing,5036,4105,3079,1954,716,2023,Cadillac XT5 Sport 4dr SUV AWD,3.6L 6cyl 9A,63675
Depreciation,17988,5048,4124,4623,4038,2023,Cadillac XT5 Sport 4dr SUV AWD,3.6L 6cyl 9A,63675
Fuel,2478,2552,2628,2707,2789,2023,Cadillac XT5 Sport 4dr SUV AWD,3.6L 6cyl 9A,63675
Insurance,1451,1502,1554,1609,1665,2023,Cadillac XT6 Luxury 4dr SUV,2.0L 4cyl Turbo 9A,50441
Maintenance,540,915,732,2895,1992,2023,Cadillac XT6 Luxury 4dr SUV,2.0L 4cyl Turbo 9A,50441
Repairs,0,0,0,769,1174,2023,Cadillac XT6 Luxury 4dr SUV,2.0L 4cyl Turbo 9A,50441
Taxes_Fees,3308,236,211,192,192,2023,Cadillac XT6 Luxury 4dr SUV,2.0L 4cyl Turbo 9A,50441
Financing,3990,3251,2440,1547,567,2023,Cadillac XT6 Luxury 4dr SUV,2.0L 4cyl Turbo 9A,50441
Depreciation,13880,3894,3183,3568,3118,2023,Cadillac XT6 Luxury 4dr SUV,2.0L 4cyl Turbo 9A,50441
Fuel,2875,2962,3050,3142,3236,2023,Cadillac XT6 Luxury 4dr SUV,2.0L 4cyl Turbo 9A,50441
Insurance,1478,1530,1583,1639,1696,2023,Cadillac XT6 Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,52653
Maintenance,540,915,732,2895,1992,2023,Cadillac XT6 Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,52653
Repairs,0,0,0,802,1223,2023,Cadillac XT6 Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,52653
Taxes_Fees,3447,246,220,200,200,2023,Cadillac XT6 Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,52653
Financing,4165,3394,2546,1615,592,2023,Cadillac XT6 Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,52653
Depreciation,14618,4050,3310,3711,3243,2023,Cadillac XT6 Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,52653
Fuel,2875,2962,3050,3142,3236,2023,Cadillac XT6 Luxury 4dr SUV AWD,2.0L 4cyl Turbo 9A,52653
Insurance,1453,1504,1556,1611,1667,2023,Cadillac XT6 Premium Luxury 4dr SUV,3.6L 6cyl 9A,60408
Maintenance,552,926,743,2510,2004,2023,Cadillac XT6 Premium Luxury 4dr SUV,3.6L 6cyl 9A,60408
Repairs,0,0,0,725,1107,2023,Cadillac XT6 Premium Luxury 4dr SUV,3.6L 6cyl 9A,60408
Taxes_Fees,3934,281,251,228,228,2023,Cadillac XT6 Premium Luxury 4dr SUV,3.6L 6cyl 9A,60408
Financing,4778,3894,2921,1854,679,2023,Cadillac XT6 Premium Luxury 4dr SUV,3.6L 6cyl 9A,60408
Depreciation,17674,4326,3534,3960,3459,2023,Cadillac XT6 Premium Luxury 4dr SUV,3.6L 6cyl 9A,60408
Fuel,2478,2552,2628,2707,2789,2023,Cadillac XT6 Premium Luxury 4dr SUV,3.6L 6cyl 9A,60408
Insurance,1463,1514,1567,1622,1679,2023,Cadillac XT6 Premium Luxury 4dr SUV AWD,3.6L 6cyl 9A,61002
Maintenance,552,926,743,2510,2004,2023,Cadillac XT6 Premium Luxury 4dr SUV AWD,3.6L 6cyl 9A,61002
Repairs,0,0,0,759,1157,2023,Cadillac XT6 Premium Luxury 4dr SUV AWD,3.6L 6cyl 9A,61002
Taxes_Fees,3972,283,254,230,230,2023,Cadillac XT6 Premium Luxury 4dr SUV AWD,3.6L 6cyl 9A,61002
